Rowid,Country,State lgd code,State,Year,Region-wise installation of electricity,"Energy value type ( potential, capacity, generation )",Types of energy sources,Nature of energy sources,"Types of usage (utility ,captive)",Type of energy sector,Values for renewable electricity
1414,India,8,Rajasthan,2020,,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,389.944
1415,India,8,Rajasthan,2020,,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,11268.292
1416,India,8,Rajasthan,2020,,Generation,COAL,NON-RENEWABLE,UTILITY,CENTRAL,1528.01
1417,India,8,Rajasthan,2020,,Generation,COAL,NON-RENEWABLE,UTILITY,PRIVATE,13875.83
1418,India,8,Rajasthan,2020,,Generation,COAL,NON-RENEWABLE,UTILITY,STATE,30447.27
1419,India,8,Rajasthan,2020,,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,26.775
1420,India,8,Rajasthan,2020,,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
1421,India,8,Rajasthan,2020,,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,606.18
1422,India,8,Rajasthan,2020,,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,341.472
1423,India,8,Rajasthan,2020,,Generation,NATURAL GAS,NON-RENEWABLE,UTILITY,CENTRAL,302.14
1424,India,8,Rajasthan,2020,,Generation,NATURAL GAS,NON-RENEWABLE,UTILITY,STATE,731.37
1425,India,8,Rajasthan,2020,,Generation,NUCLEAR,NON-RENEWABLE,UTILITY,CENTRAL,8451.58
1426,India,8,Rajasthan,2020,,Generation,RENEWABLES,RENEWABLE,UTILITY,UTILITY-RE,0
1427,India,8,Rajasthan,2020,,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,9.751
1428,India,8,Rajasthan,2020,,Generation,SOLAR,RENEWABLE,CAPTIVE,CAPTIVE,273.046
1429,India,8,Rajasthan,2020,,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,7776.561
1430,India,8,Rajasthan,2020,,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,115.51
1431,India,8,Rajasthan,2020,,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,6155.801
1432,India,9,Uttar Pradesh,2011,NR,Capacity,COGENERATION-BAGASSE,,,,592.5
1433,India,9,Uttar Pradesh,2011,NR,Capacity,SMALL HYDRO,,,,25.1
1434,India,9,Uttar Pradesh,2011,NR,Capacity,SOLAR,,,,0.38
1435,India,9,Uttar Pradesh,2011,NR,Capacity,WASTE,,,,5
1436,India,9,Uttar Pradesh,2011,,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,2063.056
1437,India,9,Uttar Pradesh,2011,,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,8763.9
1438,India,9,Uttar Pradesh,2011,,Generation,COAL,NON-RENEWABLE,UTILITY,CENTRAL,57446.6
1439,India,9,Uttar Pradesh,2011,,Generation,COAL,NON-RENEWABLE,UTILITY,PRIVATE,2873.17
1440,India,9,Uttar Pradesh,2011,,Generation,COAL,NON-RENEWABLE,UTILITY,STATE,21556.78
1441,India,9,Uttar Pradesh,2011,,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,1441.57
1442,India,9,Uttar Pradesh,2011,,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
1443,India,9,Uttar Pradesh,2011,,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,700
1444,India,9,Uttar Pradesh,2011,,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,837.37
1445,India,9,Uttar Pradesh,2011,,Generation,NATURAL GAS,NON-RENEWABLE,UTILITY,CENTRAL,9769.22
1446,India,9,Uttar Pradesh,2011,,Generation,NUCLEAR,NON-RENEWABLE,UTILITY,CENTRAL,1886.47
1447,India,9,Uttar Pradesh,2011,,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,29.727
1448,India,9,Uttar Pradesh,2011,,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,0.332
1449,India,9,Uttar Pradesh,2011,,Generation,WASTE,RENEWABLE,UTILITY,UTILITY-RE,52.707
1450,India,9,Uttar Pradesh,2011,,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,0
1451,India,9,Uttar Pradesh,2011,,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
1452,India,9,Uttar Pradesh,2012,NR,Capacity,COGENERATION-BAGASSE,,,,644.5
1453,India,9,Uttar Pradesh,2012,NR,Capacity,SMALL HYDRO,,,,25.1
1454,India,9,Uttar Pradesh,2012,NR,Capacity,SOLAR,,,,12.38
1455,India,9,Uttar Pradesh,2012,NR,Capacity,WASTE,,,,5
1456,India,9,Uttar Pradesh,2012,,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,2244.118
1457,India,9,Uttar Pradesh,2012,,Generation,COAL,NON-RENEWABLE,UTILITY,CENTRAL,57676.53
1458,India,9,Uttar Pradesh,2012,,Generation,COAL,NON-RENEWABLE,UTILITY,PRIVATE,6061.78
1459,India,9,Uttar Pradesh,2012,,Generation,COAL,NON-RENEWABLE,UTILITY,STATE,20627.04
1460,India,9,Uttar Pradesh,2012,,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,1403.67
1461,India,9,Uttar Pradesh,2012,,Generation,NATURAL GAS,NON-RENEWABLE,UTILITY,CENTRAL,9254.69
1462,India,9,Uttar Pradesh,2012,,Generation,NUCLEAR,NON-RENEWABLE,UTILITY,CENTRAL,1983.79
1463,India,9,Uttar Pradesh,2012,,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,29.727
1464,India,9,Uttar Pradesh,2012,,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,10.819
1465,India,9,Uttar Pradesh,2012,,Generation,WASTE,RENEWABLE,UTILITY,UTILITY-RE,52.707
1466,India,9,Uttar Pradesh,2012,,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
1467,India,9,Uttar Pradesh,2013,NR,Capacity,COGENERATION-BAGASSE,,,,776.5
1468,India,9,Uttar Pradesh,2013,NR,Capacity,SMALL HYDRO,,,,25.1
1469,India,9,Uttar Pradesh,2013,NR,Capacity,SOLAR,,,,17.375
1470,India,9,Uttar Pradesh,2013,NR,Capacity,WASTE,,,,5
1471,India,9,Uttar Pradesh,2013,,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,2703.736
1472,India,9,Uttar Pradesh,2013,,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,8980.38
1473,India,9,Uttar Pradesh,2013,,Generation,COAL,NON-RENEWABLE,UTILITY,CENTRAL,57455.95
1474,India,9,Uttar Pradesh,2013,,Generation,COAL,NON-RENEWABLE,UTILITY,PRIVATE,14619.03
1475,India,9,Uttar Pradesh,2013,,Generation,COAL,NON-RENEWABLE,UTILITY,STATE,20960.28
1476,India,9,Uttar Pradesh,2013,,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,1133.65
1477,India,9,Uttar Pradesh,2013,,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
1478,India,9,Uttar Pradesh,2013,,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,1577.92
1479,India,9,Uttar Pradesh,2013,,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,1076.21
1480,India,9,Uttar Pradesh,2013,,Generation,NATURAL GAS,NON-RENEWABLE,UTILITY,CENTRAL,7192.4
1481,India,9,Uttar Pradesh,2013,,Generation,NUCLEAR,NON-RENEWABLE,UTILITY,CENTRAL,2541.14
1482,India,9,Uttar Pradesh,2013,,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,29.727
1483,India,9,Uttar Pradesh,2013,,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,15.185
1484,India,9,Uttar Pradesh,2013,,Generation,WASTE,RENEWABLE,UTILITY,UTILITY-RE,52.707
1485,India,9,Uttar Pradesh,2013,,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,0
1486,India,9,Uttar Pradesh,2013,,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
1487,India,9,Uttar Pradesh,2014,NR,Capacity,COGENERATION-BAGASSE,,,,776.5
1488,India,9,Uttar Pradesh,2014,NR,Capacity,SMALL HYDRO,,,,25.1
1489,India,9,Uttar Pradesh,2014,NR,Capacity,SOLAR,,,,21.08
1490,India,9,Uttar Pradesh,2014,NR,Capacity,WASTE,,,,5
1491,India,9,Uttar Pradesh,2014,,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,2703.736
1492,India,9,Uttar Pradesh,2014,,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,9106.33
1493,India,9,Uttar Pradesh,2014,,Generation,COAL,NON-RENEWABLE,UTILITY,CENTRAL,59232.57
1494,India,9,Uttar Pradesh,2014,,Generation,COAL,NON-RENEWABLE,UTILITY,PRIVATE,17587.87
1495,India,9,Uttar Pradesh,2014,,Generation,COAL,NON-RENEWABLE,UTILITY,STATE,25885.49
1496,India,9,Uttar Pradesh,2014,,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,1068.49
1497,India,9,Uttar Pradesh,2014,,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
1498,India,9,Uttar Pradesh,2014,,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,1241.73
1499,India,9,Uttar Pradesh,2014,,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,1024.53
1500,India,9,Uttar Pradesh,2014,,Generation,NATURAL GAS,NON-RENEWABLE,UTILITY,CENTRAL,5191.85
1501,India,9,Uttar Pradesh,2014,,Generation,NUCLEAR,NON-RENEWABLE,UTILITY,CENTRAL,2703.5
1502,India,9,Uttar Pradesh,2014,,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,29.727
1503,India,9,Uttar Pradesh,2014,,Generation,SOLAR,RENEWABLE,CAPTIVE,CAPTIVE,0
1504,India,9,Uttar Pradesh,2014,,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,18.423
1505,India,9,Uttar Pradesh,2014,,Generation,WASTE,RENEWABLE,UTILITY,UTILITY-RE,52.707
1506,India,9,Uttar Pradesh,2014,,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,0
1507,India,9,Uttar Pradesh,2014,,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
1508,India,9,Uttar Pradesh,2015,NR,Capacity,COGENERATION-BAGASSE,,,,1872.15
1509,India,9,Uttar Pradesh,2015,NR,Capacity,SMALL HYDRO,,,,25.1
1510,India,9,Uttar Pradesh,2015,NR,Capacity,SOLAR,,,,71.26
1511,India,9,Uttar Pradesh,2015,NR,Capacity,WASTE,,,,5
1512,India,9,Uttar Pradesh,2015,NR,Potential,BIOMASS,RENEWABLE,,,1617
1513,India,9,Uttar Pradesh,2015,NR,Potential,COGENERATION-BAGASSE,RENEWABLE,,,1250
1514,India,9,Uttar Pradesh,2015,NR,Potential,SMALL HYDRO,RENEWABLE,,,461
1515,India,9,Uttar Pradesh,2015,NR,Potential,SOLAR,RENEWABLE,,,22830
1516,India,9,Uttar Pradesh,2015,NR,Potential,WASTE,RENEWABLE,,,176
1517,India,9,Uttar Pradesh,2015,,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,3093.714
1518,India,9,Uttar Pradesh,2015,,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,9106.32
1519,India,9,Uttar Pradesh,2015,,Generation,COAL,NON-RENEWABLE,UTILITY,CENTRAL,58845.8
1520,India,9,Uttar Pradesh,2015,,Generation,COAL,NON-RENEWABLE,UTILITY,PRIVATE,19624.94
1521,India,9,Uttar Pradesh,2015,,Generation,COAL,NON-RENEWABLE,UTILITY,STATE,25098.49
1522,India,9,Uttar Pradesh,2015,,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,847.34
1523,India,9,Uttar Pradesh,2015,,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
1524,India,9,Uttar Pradesh,2015,,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,1247.69
1525,India,9,Uttar Pradesh,2015,,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,1258.39
1526,India,9,Uttar Pradesh,2015,,Generation,NATURAL GAS,NON-RENEWABLE,UTILITY,CENTRAL,4194.28
1527,India,9,Uttar Pradesh,2015,,Generation,NUCLEAR,NON-RENEWABLE,UTILITY,CENTRAL,2890.54
1528,India,9,Uttar Pradesh,2015,,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,29.727
1529,India,9,Uttar Pradesh,2015,,Generation,SOLAR,RENEWABLE,CAPTIVE,CAPTIVE,0
1530,India,9,Uttar Pradesh,2015,,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,62.277
1531,India,9,Uttar Pradesh,2015,,Generation,WASTE,RENEWABLE,UTILITY,UTILITY-RE,52.707
1532,India,9,Uttar Pradesh,2015,,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,0
1533,India,9,Uttar Pradesh,2015,,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
1534,India,9,Uttar Pradesh,2016,NR,Capacity,COGENERATION-BAGASSE,,,,1933
1535,India,9,Uttar Pradesh,2016,NR,Capacity,SMALL HYDRO,,,,25.1
1536,India,9,Uttar Pradesh,2016,NR,Capacity,SOLAR,,,,143.495
1537,India,9,Uttar Pradesh,2016,NR,Capacity,WASTE,,,,5
1538,India,9,Uttar Pradesh,2016,NR,Potential,WIND,RENEWABLE,,,1260
1539,India,9,Uttar Pradesh,2016,,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,3029.298
1540,India,9,Uttar Pradesh,2016,,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,9502.17
1541,India,9,Uttar Pradesh,2016,,Generation,COAL,NON-RENEWABLE,UTILITY,CENTRAL,57511.9
1542,India,9,Uttar Pradesh,2016,,Generation,COAL,NON-RENEWABLE,UTILITY,PRIVATE,17719.99
1543,India,9,Uttar Pradesh,2016,,Generation,COAL,NON-RENEWABLE,UTILITY,STATE,27218.65
1544,India,9,Uttar Pradesh,2016,,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,639.99
1545,India,9,Uttar Pradesh,2016,,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
1546,India,9,Uttar Pradesh,2016,,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,935.08
1547,India,9,Uttar Pradesh,2016,,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,955.83
1548,India,9,Uttar Pradesh,2016,,Generation,NATURAL GAS,NON-RENEWABLE,UTILITY,CENTRAL,4511.31
1549,India,9,Uttar Pradesh,2016,,Generation,NUCLEAR,NON-RENEWABLE,UTILITY,CENTRAL,3432.6
1550,India,9,Uttar Pradesh,2016,,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,29.727
1551,India,9,Uttar Pradesh,2016,,Generation,SOLAR,RENEWABLE,CAPTIVE,CAPTIVE,0.1
1552,India,9,Uttar Pradesh,2016,,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,125.411
1553,India,9,Uttar Pradesh,2016,,Generation,WASTE,RENEWABLE,UTILITY,UTILITY-RE,52.707
1554,India,9,Uttar Pradesh,2016,,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,0
1555,India,9,Uttar Pradesh,2016,,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
1556,India,9,Uttar Pradesh,2017,NR,Capacity,COGENERATION-BAGASSE,,,,1933
1557,India,9,Uttar Pradesh,2017,NR,Capacity,SMALL HYDRO,,,,25.1
1558,India,9,Uttar Pradesh,2017,NR,Capacity,SOLAR,,,,336.73
1559,India,9,Uttar Pradesh,2017,NR,Potential,BIOMASS,RENEWABLE,,,1617
1560,India,9,Uttar Pradesh,2017,NR,Potential,COGENERATION-BAGASSE,RENEWABLE,,,1250
1561,India,9,Uttar Pradesh,2017,NR,Potential,SMALL HYDRO,RENEWABLE,,,461
1562,India,9,Uttar Pradesh,2017,NR,Potential,SOLAR,RENEWABLE,,,22830
1563,India,9,Uttar Pradesh,2017,NR,Potential,WASTE,RENEWABLE,,,176
1564,India,9,Uttar Pradesh,2017,,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,3379.483
1565,India,9,Uttar Pradesh,2017,,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,9174.104
1566,India,9,Uttar Pradesh,2017,,Generation,COAL,NON-RENEWABLE,UTILITY,CENTRAL,56179.21
1567,India,9,Uttar Pradesh,2017,,Generation,COAL,NON-RENEWABLE,UTILITY,PRIVATE,26847.53
1568,India,9,Uttar Pradesh,2017,,Generation,COAL,NON-RENEWABLE,UTILITY,STATE,29788.29
1569,India,9,Uttar Pradesh,2017,,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,608.256
1570,India,9,Uttar Pradesh,2017,,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
1571,India,9,Uttar Pradesh,2017,,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,1175.56
1572,India,9,Uttar Pradesh,2017,,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,1325.97
1573,India,9,Uttar Pradesh,2017,,Generation,NATURAL GAS,NON-RENEWABLE,UTILITY,CENTRAL,2772.63
1574,India,9,Uttar Pradesh,2017,,Generation,NUCLEAR,NON-RENEWABLE,UTILITY,CENTRAL,3378.89
1575,India,9,Uttar Pradesh,2017,,Generation,RENEWABLES,RENEWABLE,UTILITY,UTILITY-RE,0
1576,India,9,Uttar Pradesh,2017,,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,27.829
1577,India,9,Uttar Pradesh,2017,,Generation,SOLAR,RENEWABLE,CAPTIVE,CAPTIVE,1.001
1578,India,9,Uttar Pradesh,2017,,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,270.44
1579,India,9,Uttar Pradesh,2017,,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,0
1580,India,9,Uttar Pradesh,2017,,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
1581,India,9,Uttar Pradesh,2018,NR,Capacity,COGENERATION-BAGASSE,,,,1957.5
1582,India,9,Uttar Pradesh,2018,NR,Capacity,SMALL HYDRO,,,,25.1
1583,India,9,Uttar Pradesh,2018,NR,Capacity,SOLAR,,,,694.41
1584,India,9,Uttar Pradesh,2018,NR,Potential,BIOMASS,RENEWABLE,,,1765
1585,India,9,Uttar Pradesh,2018,NR,Potential,COGENERATION-BAGASSE,RENEWABLE,,,2000
1586,India,9,Uttar Pradesh,2018,NR,Potential,SMALL HYDRO,RENEWABLE,,,461
1587,India,9,Uttar Pradesh,2018,NR,Potential,SOLAR,RENEWABLE,,,22830
1588,India,9,Uttar Pradesh,2018,NR,Potential,WASTE,RENEWABLE,,,5
1589,India,9,Uttar Pradesh,2018,,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,3939.09
1590,India,9,Uttar Pradesh,2018,,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,8980.183
1591,India,9,Uttar Pradesh,2018,,Generation,COAL,NON-RENEWABLE,UTILITY,CENTRAL,58624.44
1592,India,9,Uttar Pradesh,2018,,Generation,COAL,NON-RENEWABLE,UTILITY,PRIVATE,31241.28
1593,India,9,Uttar Pradesh,2018,,Generation,COAL,NON-RENEWABLE,UTILITY,STATE,31548.71
1594,India,9,Uttar Pradesh,2018,,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,551.119
1595,India,9,Uttar Pradesh,2018,,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,7.622
1596,India,9,Uttar Pradesh,2018,,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,1486.69
1597,India,9,Uttar Pradesh,2018,,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,1722.588
1598,India,9,Uttar Pradesh,2018,,Generation,NATURAL GAS,NON-RENEWABLE,UTILITY,CENTRAL,2004.78
1599,India,9,Uttar Pradesh,2018,,Generation,NUCLEAR,NON-RENEWABLE,UTILITY,CENTRAL,3636.38
1600,India,9,Uttar Pradesh,2018,,Generation,RENEWABLES,RENEWABLE,UTILITY,UTILITY-RE,0
1601,India,9,Uttar Pradesh,2018,,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,30.18
1602,India,9,Uttar Pradesh,2018,,Generation,SOLAR,RENEWABLE,CAPTIVE,CAPTIVE,2.793
1603,India,9,Uttar Pradesh,2018,,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,680.71
1604,India,9,Uttar Pradesh,2018,,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,0
