Rowid,Country,State lgd code,State,Year,Types of coal,Coal consuming sectors,Coal consumed
758,India,20,Jharkhand,2013,RAW COAL,METALLURGICAL USE- COKERIES,0.473
759,India,20,Jharkhand,2013,RAW COAL,METALLURGICAL USE- DIRECT FEED,0.004
760,India,20,Jharkhand,2013,RAW COAL,OTHER,6.996
761,India,20,Jharkhand,2013,RAW COAL,POWER (CAPTIVE),1.737
762,India,20,Jharkhand,2013,RAW COAL,POWER (UTILITY),13.219
763,India,20,Jharkhand,2013,RAW COAL,SPONGE IRON,1.474
764,India,20,Jharkhand,2013,WASHED COAL,METALLURGICAL USE- COKERIES,3.691
765,India,20,Jharkhand,2013,WASHED COAL,POWER (CAPTIVE),0.31
766,India,20,Jharkhand,2013,WASHED COAL,POWER (UTILITY),0.983
767,India,20,Jharkhand,2014,MIDDLINGS,OTHER,0.001
768,India,20,Jharkhand,2014,MIDDLINGS,POWER (CAPTIVE),1.222
769,India,20,Jharkhand,2014,MIDDLINGS,POWER (UTILITY),1.9
770,India,20,Jharkhand,2014,RAW COAL,BRICKS,0.004
771,India,20,Jharkhand,2014,RAW COAL,CEMENT,0.009
772,India,20,Jharkhand,2014,RAW COAL,CHEMICAL,0.02
773,India,20,Jharkhand,2014,RAW COAL,COLLIERY OWN - CONSUMPTION,0.01
774,India,20,Jharkhand,2014,RAW COAL,METALLURGICAL USE- COKERIES,0.782
775,India,20,Jharkhand,2014,RAW COAL,METALLURGICAL USE- DIRECT FEED,0.076
776,India,20,Jharkhand,2014,RAW COAL,OTHER,6.866
777,India,20,Jharkhand,2014,RAW COAL,POWER (CAPTIVE),1.316
778,India,20,Jharkhand,2014,RAW COAL,POWER (UTILITY),28.113
779,India,20,Jharkhand,2014,RAW COAL,SPONGE IRON,1.436
780,India,20,Jharkhand,2014,RAW COAL,TEXTILES & RAYONS,0.004
781,India,20,Jharkhand,2014,WASHED COAL,METALLURGICAL USE- COKERIES,4.117
782,India,20,Jharkhand,2014,WASHED COAL,POWER (CAPTIVE),0.429
783,India,20,Jharkhand,2014,WASHED COAL,POWER (UTILITY),0.397
784,India,20,Jharkhand,2015,MIDDLINGS,OTHER,0.001
785,India,20,Jharkhand,2015,MIDDLINGS,POWER (CAPTIVE),1.219
786,India,20,Jharkhand,2015,MIDDLINGS,POWER (UTILITY),1.935
787,India,20,Jharkhand,2015,RAW COAL,CEMENT,0.011
788,India,20,Jharkhand,2015,RAW COAL,CHEMICAL,0.005
789,India,20,Jharkhand,2015,RAW COAL,COLLIERY OWN - CONSUMPTION,0.01
790,India,20,Jharkhand,2015,RAW COAL,METALLURGICAL USE- COKERIES,0.75
791,India,20,Jharkhand,2015,RAW COAL,METALLURGICAL USE- DIRECT FEED,0.494
792,India,20,Jharkhand,2015,RAW COAL,OTHER,7.162
793,India,20,Jharkhand,2015,RAW COAL,POWER (CAPTIVE),1.617
794,India,20,Jharkhand,2015,RAW COAL,POWER (UTILITY),24.157
795,India,20,Jharkhand,2015,RAW COAL,SPONGE IRON,1.295
796,India,20,Jharkhand,2015,WASHED COAL,METALLURGICAL USE- COKERIES,2.426
797,India,20,Jharkhand,2015,WASHED COAL,OTHER,0.001
798,India,20,Jharkhand,2015,WASHED COAL,POWER (CAPTIVE),0.505
799,India,20,Jharkhand,2015,WASHED COAL,POWER (UTILITY),0.3
800,India,20,Jharkhand,2016,MIDDLINGS,OTHER,0.001
801,India,20,Jharkhand,2016,MIDDLINGS,POWER (CAPTIVE),1.106
802,India,20,Jharkhand,2016,MIDDLINGS,POWER (UTILITY),2.494
803,India,20,Jharkhand,2016,MIDDLINGS,STEEL (BOILERS),0.136
804,India,20,Jharkhand,2016,RAW COAL,BRICKS,0.041
805,India,20,Jharkhand,2016,RAW COAL,CEMENT,0.053
806,India,20,Jharkhand,2016,RAW COAL,CHEMICAL,0.004
807,India,20,Jharkhand,2016,RAW COAL,COLLIERY OWN - CONSUMPTION,0.057
808,India,20,Jharkhand,2016,RAW COAL,COLLIERY STAFF,0.002
809,India,20,Jharkhand,2016,RAW COAL,METALLURGICAL USE- COKERIES,0.904
810,India,20,Jharkhand,2016,RAW COAL,METALLURGICAL USE- DIRECT FEED,0.241
811,India,20,Jharkhand,2016,RAW COAL,OTHER,8.432
812,India,20,Jharkhand,2016,RAW COAL,POWER (CAPTIVE),1.573
813,India,20,Jharkhand,2016,RAW COAL,POWER (UTILITY),32.373
814,India,20,Jharkhand,2016,RAW COAL,SPONGE IRON,0.497
815,India,20,Jharkhand,2016,WASHED COAL,METALLURGICAL USE- COKERIES,3.443
816,India,20,Jharkhand,2017,MIDDLINGS,CEMENT,0.004
817,India,20,Jharkhand,2017,MIDDLINGS,OTHER,0.001
818,India,20,Jharkhand,2017,MIDDLINGS,POWER (CAPTIVE),1.355
819,India,20,Jharkhand,2017,MIDDLINGS,POWER (UTILITY),1.629
820,India,20,Jharkhand,2017,RAW COAL,BRICKS,0.075
821,India,20,Jharkhand,2017,RAW COAL,CEMENT,0.036
822,India,20,Jharkhand,2017,RAW COAL,CHEMICAL,0.003
823,India,20,Jharkhand,2017,RAW COAL,COLLIERY OWN - CONSUMPTION,0.049
824,India,20,Jharkhand,2017,RAW COAL,METALLURGICAL USE- COKERIES,0.729
825,India,20,Jharkhand,2017,RAW COAL,METALLURGICAL USE- DIRECT FEED,0.051
826,India,20,Jharkhand,2017,RAW COAL,OTHER,9.67
827,India,20,Jharkhand,2017,RAW COAL,POWER (CAPTIVE),1.653
828,India,20,Jharkhand,2017,RAW COAL,POWER (UTILITY),15.25
829,India,20,Jharkhand,2017,RAW COAL,SPONGE IRON,0.42
830,India,20,Jharkhand,2017,WASHED COAL,METALLURGICAL USE- COKERIES,1.94
831,India,20,Jharkhand,2017,WASHED COAL,METALLURGICAL USE- DIRECT FEED,0.275
832,India,20,Jharkhand,2017,WASHED COAL,POWER (CAPTIVE),0.38
833,India,20,Jharkhand,2017,WASHED COAL,POWER (UTILITY),1.149
834,India,20,Jharkhand,2018,MIDDLINGS,OTHER,0.001
835,India,20,Jharkhand,2018,MIDDLINGS,POWER (CAPTIVE),1.391
836,India,20,Jharkhand,2018,MIDDLINGS,POWER (UTILITY),1.124
837,India,20,Jharkhand,2018,MIDDLINGS,STEEL (BOILERS),0.389
838,India,20,Jharkhand,2018,RAW COAL,BRICKS,0.104
839,India,20,Jharkhand,2018,RAW COAL,CEMENT,0.012
840,India,20,Jharkhand,2018,RAW COAL,COLLIERY OWN - CONSUMPTION,0.029
841,India,20,Jharkhand,2018,RAW COAL,METALLURGICAL USE- DIRECT FEED,0.745
842,India,20,Jharkhand,2018,RAW COAL,OTHER,11.143
843,India,20,Jharkhand,2018,RAW COAL,POWER (CAPTIVE),3.606
844,India,20,Jharkhand,2018,RAW COAL,POWER (UTILITY),15.827
845,India,20,Jharkhand,2018,RAW COAL,SPONGE IRON,0.338
846,India,20,Jharkhand,2018,RAW COAL,STEEL (BOILERS),0.296
847,India,20,Jharkhand,2018,WASHED COAL,METALLURGICAL USE- COKERIES,1.597
848,India,20,Jharkhand,2018,WASHED COAL,METALLURGICAL USE- DIRECT FEED,0.268
849,India,20,Jharkhand,2018,WASHED COAL,POWER (CAPTIVE),0.102
850,India,20,Jharkhand,2018,WASHED COAL,POWER (UTILITY),0.746
851,India,20,Jharkhand,2019,MIDDLINGS,OTHER,0.47
852,India,20,Jharkhand,2019,MIDDLINGS,POWER (CAPTIVE),1.108
853,India,20,Jharkhand,2019,MIDDLINGS,POWER (UTILITY),0.902
854,India,20,Jharkhand,2019,MIDDLINGS,STEEL (BOILERS),0.338
855,India,20,Jharkhand,2019,RAW COAL,BRICKS,0.081
856,India,20,Jharkhand,2019,RAW COAL,CEMENT,0.01
857,India,20,Jharkhand,2019,RAW COAL,COLLIERY OWN - CONSUMPTION,0.019
858,India,20,Jharkhand,2019,RAW COAL,METALLURGICAL USE- DIRECT FEED,0.219
859,India,20,Jharkhand,2019,RAW COAL,OTHER,10.115
860,India,20,Jharkhand,2019,RAW COAL,POWER (CAPTIVE),7.385
861,India,20,Jharkhand,2019,RAW COAL,POWER (UTILITY),25.529
862,India,20,Jharkhand,2019,RAW COAL,SPONGE IRON,0.431
863,India,20,Jharkhand,2019,RAW COAL,STEEL (BOILERS),0.248
864,India,20,Jharkhand,2019,WASHED COAL,METALLURGICAL USE- COKERIES,1.657
865,India,20,Jharkhand,2019,WASHED COAL,OTHER,0.237
866,India,20,Jharkhand,2019,WASHED COAL,POWER (UTILITY),0.872
867,India,20,Jharkhand,2020,MIDDLINGS,POWER (CAPTIVE),2.647
868,India,20,Jharkhand,2020,RAW COAL,BRICKS,0.024
869,India,20,Jharkhand,2020,RAW COAL,CEMENT,0.08
870,India,20,Jharkhand,2020,RAW COAL,COKERIES,0.513
871,India,20,Jharkhand,2020,RAW COAL,COLLIERY OWN - CONSUMPTION,0.015
872,India,20,Jharkhand,2020,RAW COAL,METALLURGICAL USE- DIRECT FEED,5.668
873,India,20,Jharkhand,2020,RAW COAL,OTHER,3.705
874,India,20,Jharkhand,2020,RAW COAL,POWER (CAPTIVE),29.981
875,India,20,Jharkhand,2020,RAW COAL,SPONGE IRON,0.525
876,India,20,Jharkhand,2020,RAW COAL,STEEL (BOILERS),0.234
877,India,20,Jharkhand,2020,WASHED COAL,COKERIES,1.526
878,India,20,Jharkhand,2020,WASHED COAL,METALLURGICAL USE- DIRECT FEED,0.179
879,India,20,Jharkhand,2020,WASHED COAL,POWER (CAPTIVE),3.154
880,India,21,Odisha,2011,MIDDLINGS,METALLURGICAL USE- COKERIES,0.101
881,India,21,Odisha,2011,MIDDLINGS,OTHER,0.004
882,India,21,Odisha,2011,MIDDLINGS,POWER (CAPTIVE),0.023
883,India,21,Odisha,2011,RAW COAL,CEMENT,0.337
884,India,21,Odisha,2011,RAW COAL,CHEMICAL,0.012
885,India,21,Odisha,2011,RAW COAL,FERTILISERS,0.03
886,India,21,Odisha,2011,RAW COAL,METALLURGICAL USE- DIRECT FEED,0.039
887,India,21,Odisha,2011,RAW COAL,OTHER,21.803
888,India,21,Odisha,2011,RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),0.534
889,India,21,Odisha,2011,RAW COAL,POWER (CAPTIVE),13.077
890,India,21,Odisha,2011,RAW COAL,POWER (UTILITY),21.162
891,India,21,Odisha,2011,RAW COAL,PULP & PAPER,0.148
892,India,21,Odisha,2011,RAW COAL,SPONGE IRON,4.842
893,India,21,Odisha,2011,RAW COAL,STEEL (BOILERS),0.205
894,India,21,Odisha,2011,WASHED COAL,METALLURGICAL USE- COKERIES,0.496
895,India,21,Odisha,2012,MIDDLINGS,POWER (CAPTIVE),0.095
896,India,21,Odisha,2012,MIDDLINGS,STEEL (BOILERS),0.007
897,India,21,Odisha,2012,RAW COAL,CEMENT,0.233
898,India,21,Odisha,2012,RAW COAL,FERTILISERS,0.026
899,India,21,Odisha,2012,RAW COAL,METALLURGICAL USE- DIRECT FEED,0.111
900,India,21,Odisha,2012,RAW COAL,OTHER,19.901
901,India,21,Odisha,2012,RAW COAL,POWER (CAPTIVE),12.587
902,India,21,Odisha,2012,RAW COAL,POWER (UTILITY),21.761
903,India,21,Odisha,2012,RAW COAL,PULP & PAPER,0.14
904,India,21,Odisha,2012,RAW COAL,SPONGE IRON,0.684
905,India,21,Odisha,2012,WASHED COAL,METALLURGICAL USE- COKERIES,0.131
906,India,21,Odisha,2012,WASHED COAL,POWER (UTILITY),0.711
907,India,21,Odisha,2013,MIDDLINGS,POWER (CAPTIVE),0.082
908,India,21,Odisha,2013,RAW COAL,CEMENT,0.425
909,India,21,Odisha,2013,RAW COAL,CHEMICAL,0.012
910,India,21,Odisha,2013,RAW COAL,FERTILISERS,0.061
911,India,21,Odisha,2013,RAW COAL,METALLURGICAL USE- COKERIES,0.313
912,India,21,Odisha,2013,RAW COAL,METALLURGICAL USE- DIRECT FEED,0.019
913,India,21,Odisha,2013,RAW COAL,OTHER,19.08
914,India,21,Odisha,2013,RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),0.491
915,India,21,Odisha,2013,RAW COAL,POWER (CAPTIVE),14.198
916,India,21,Odisha,2013,RAW COAL,POWER (UTILITY),25.659
917,India,21,Odisha,2013,RAW COAL,PULP & PAPER,0.154
918,India,21,Odisha,2013,RAW COAL,SPONGE IRON,3.666
919,India,21,Odisha,2013,RAW COAL,STEEL (BOILERS),0.052
920,India,21,Odisha,2013,WASHED COAL,METALLURGICAL USE- COKERIES,0.172
921,India,21,Odisha,2013,WASHED COAL,POWER (UTILITY),0.372
922,India,21,Odisha,2014,MIDDLINGS,POWER (CAPTIVE),0.242
923,India,21,Odisha,2014,RAW COAL,CEMENT,0.394
924,India,21,Odisha,2014,RAW COAL,FERTILISERS,0.037
925,India,21,Odisha,2014,RAW COAL,METALLURGICAL USE- DIRECT FEED,0.272
926,India,21,Odisha,2014,RAW COAL,OTHER,18.452
927,India,21,Odisha,2014,RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),0.48
928,India,21,Odisha,2014,RAW COAL,POWER (CAPTIVE),12.578
929,India,21,Odisha,2014,RAW COAL,POWER (UTILITY),25.671
930,India,21,Odisha,2014,RAW COAL,PULP & PAPER,0.095
931,India,21,Odisha,2014,RAW COAL,SPONGE IRON,2.688
932,India,21,Odisha,2014,RAW COAL,STEEL (BOILERS),0.09
933,India,21,Odisha,2014,WASHED COAL,METALLURGICAL USE- COKERIES,0.493
934,India,21,Odisha,2015,MIDDLINGS,POWER (CAPTIVE),0.259
935,India,21,Odisha,2015,RAW COAL,CEMENT,0.461
936,India,21,Odisha,2015,RAW COAL,CHEMICAL,0.006
937,India,21,Odisha,2015,RAW COAL,FERTILISERS,0.024
938,India,21,Odisha,2015,RAW COAL,METALLURGICAL USE- DIRECT FEED,0.153
939,India,21,Odisha,2015,RAW COAL,OTHER,14.991
940,India,21,Odisha,2015,RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),0.21
941,India,21,Odisha,2015,RAW COAL,POWER (CAPTIVE),15.064
942,India,21,Odisha,2015,RAW COAL,POWER (UTILITY),29.628
943,India,21,Odisha,2015,RAW COAL,PULP & PAPER,0.048
944,India,21,Odisha,2015,RAW COAL,SPONGE IRON,2.75
945,India,21,Odisha,2015,RAW COAL,STEEL (BOILERS),0.132
946,India,21,Odisha,2015,WASHED COAL,METALLURGICAL USE- COKERIES,0.085
947,India,21,Odisha,2016,MIDDLINGS,POWER (CAPTIVE),0.079
948,India,21,Odisha,2016,MIDDLINGS,STEEL (BOILERS),0.109
949,India,21,Odisha,2016,RAW COAL,CEMENT,0.253
950,India,21,Odisha,2016,RAW COAL,CHEMICAL,0.007
951,India,21,Odisha,2016,RAW COAL,COLLIERY OWN - CONSUMPTION,0.005
952,India,21,Odisha,2016,RAW COAL,FERTILISERS,0.004
953,India,21,Odisha,2016,RAW COAL,METALLURGICAL USE- DIRECT FEED,0.1
954,India,21,Odisha,2016,RAW COAL,OTHER,25.062
955,India,21,Odisha,2016,RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),0.22
956,India,21,Odisha,2016,RAW COAL,POWER (CAPTIVE),15.037
957,India,21,Odisha,2016,RAW COAL,POWER (UTILITY),27.974
958,India,21,Odisha,2016,RAW COAL,PULP & PAPER,0.024
959,India,21,Odisha,2016,RAW COAL,SPONGE IRON,2.559
960,India,21,Odisha,2016,WASHED COAL,METALLURGICAL USE- COKERIES,0.25
961,India,21,Odisha,2017,MIDDLINGS,POWER (CAPTIVE),0.233
962,India,21,Odisha,2017,RAW COAL,CEMENT,0.258
963,India,21,Odisha,2017,RAW COAL,COLLIERY OWN - CONSUMPTION,0.005
964,India,21,Odisha,2017,RAW COAL,METALLURGICAL USE- DIRECT FEED,0.08
965,India,21,Odisha,2017,RAW COAL,OTHER,22.096
966,India,21,Odisha,2017,RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),0.154
967,India,21,Odisha,2017,RAW COAL,POWER (CAPTIVE),16.065
968,India,21,Odisha,2017,RAW COAL,POWER (UTILITY),35.989
969,India,21,Odisha,2017,RAW COAL,PULP & PAPER,0.08
970,India,21,Odisha,2017,RAW COAL,SPONGE IRON,2.216
971,India,21,Odisha,2017,WASHED COAL,METALLURGICAL USE- COKERIES,0.255
972,India,21,Odisha,2017,WASHED COAL,METALLURGICAL USE- DIRECT FEED,0.108
973,India,21,Odisha,2017,WASHED COAL,POWER (UTILITY),0.086
974,India,21,Odisha,2018,MIDDLINGS,POWER (CAPTIVE),0.073
975,India,21,Odisha,2018,MIDDLINGS,STEEL (BOILERS),0.086
976,India,21,Odisha,2018,RAW COAL,CEMENT,0.186
977,India,21,Odisha,2018,RAW COAL,COLLIERY OWN - CONSUMPTION,0.004
978,India,21,Odisha,2018,RAW COAL,FERTILISERS,0.052
979,India,21,Odisha,2018,RAW COAL,METALLURGICAL USE- DIRECT FEED,0.121
980,India,21,Odisha,2018,RAW COAL,OTHER,13.84
981,India,21,Odisha,2018,RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),0.371
982,India,21,Odisha,2018,RAW COAL,POWER (CAPTIVE),22.209
983,India,21,Odisha,2018,RAW COAL,POWER (UTILITY),32.014
984,India,21,Odisha,2018,RAW COAL,PULP & PAPER,0.019
985,India,21,Odisha,2018,RAW COAL,SPONGE IRON,2.959
986,India,21,Odisha,2018,WASHED COAL,METALLURGICAL USE- COKERIES,0.642
987,India,21,Odisha,2018,WASHED COAL,METALLURGICAL USE- DIRECT FEED,0.1
988,India,21,Odisha,2018,WASHED COAL,POWER (UTILITY),0.004
989,India,21,Odisha,2019,MIDDLINGS,OTHER,0.081
990,India,21,Odisha,2019,MIDDLINGS,POWER (CAPTIVE),0.034
991,India,21,Odisha,2019,MIDDLINGS,STEEL (BOILERS),0.03
992,India,21,Odisha,2019,RAW COAL,CEMENT,0.221
993,India,21,Odisha,2019,RAW COAL,COLLIERY OWN - CONSUMPTION,0.003
994,India,21,Odisha,2019,RAW COAL,FERTILISERS,0.053
995,India,21,Odisha,2019,RAW COAL,METALLURGICAL USE- DIRECT FEED,0.243
996,India,21,Odisha,2019,RAW COAL,OTHER,13.817
997,India,21,Odisha,2019,RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),0.714
998,India,21,Odisha,2019,RAW COAL,POWER (CAPTIVE),23.993
999,India,21,Odisha,2019,RAW COAL,POWER (UTILITY),31.013
1000,India,21,Odisha,2019,RAW COAL,PULP & PAPER,0.117
1001,India,21,Odisha,2019,RAW COAL,SPONGE IRON,3.425
1002,India,21,Odisha,2019,WASHED COAL,METALLURGICAL USE- COKERIES,0.677
1003,India,21,Odisha,2019,WASHED COAL,OTHER,0.077
1004,India,21,Odisha,2020,MIDDLINGS,POWER (CAPTIVE),0.162
1005,India,21,Odisha,2020,RAW COAL,CEMENT,0.206
1006,India,21,Odisha,2020,RAW COAL,COLLIERY OWN - CONSUMPTION,0.002
1007,India,21,Odisha,2020,RAW COAL,FERTILISERS,0.02
1008,India,21,Odisha,2020,RAW COAL,METALLURGICAL USE- DIRECT FEED,0.079
1009,India,21,Odisha,2020,RAW COAL,OTHER,13.403
1010,India,21,Odisha,2020,RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),0.473
1011,India,21,Odisha,2020,RAW COAL,POWER (CAPTIVE),58.744
1012,India,21,Odisha,2020,RAW COAL,PULP & PAPER,0.117
1013,India,21,Odisha,2020,RAW COAL,SPONGE IRON,2.994
1014,India,21,Odisha,2020,WASHED COAL,COKERIES,0.517
1015,India,21,Odisha,2020,WASHED COAL,METALLURGICAL USE- DIRECT FEED,0.197
1016,India,21,Odisha,2020,WASHED COAL,POWER (CAPTIVE),0.089
1017,India,22,Chhattisgarh,2011,MIDDLINGS,METALLURGICAL USE- COKERIES,0.03
1018,India,22,Chhattisgarh,2011,MIDDLINGS,POWER (CAPTIVE),3.061
1019,India,22,Chhattisgarh,2011,MIDDLINGS,POWER (UTILITY),0.741
1020,India,22,Chhattisgarh,2011,RAW COAL,CEMENT,1.471
1021,India,22,Chhattisgarh,2011,RAW COAL,COLLIERY OWN - CONSUMPTION,0.007
1022,India,22,Chhattisgarh,2011,RAW COAL,METALLURGICAL USE- DIRECT FEED,0.16
1023,India,22,Chhattisgarh,2011,RAW COAL,OTHER,7.509
1024,India,22,Chhattisgarh,2011,RAW COAL,POWER (CAPTIVE),11.644
1025,India,22,Chhattisgarh,2011,RAW COAL,POWER (UTILITY),34.579
1026,India,22,Chhattisgarh,2011,RAW COAL,PULP & PAPER,0.023
1027,India,22,Chhattisgarh,2011,RAW COAL,SPONGE IRON,6.758
1028,India,22,Chhattisgarh,2011,RAW COAL,STEEL (BOILERS),0.592
1029,India,22,Chhattisgarh,2011,WASHED COAL,METALLURGICAL USE- COKERIES,0.946
1030,India,22,Chhattisgarh,2011,WASHED COAL,SPONGE IRON,1.923
1031,India,22,Chhattisgarh,2012,MIDDLINGS,POWER (CAPTIVE),3.574
1032,India,22,Chhattisgarh,2012,RAW COAL,CEMENT,0.948
1033,India,22,Chhattisgarh,2012,RAW COAL,CHEMICAL,0.002
1034,India,22,Chhattisgarh,2012,RAW COAL,COLLIERY OWN - CONSUMPTION,0.004
1035,India,22,Chhattisgarh,2012,RAW COAL,METALLURGICAL USE- DIRECT FEED,0.425
1036,India,22,Chhattisgarh,2012,RAW COAL,OTHER,9.552
1037,India,22,Chhattisgarh,2012,RAW COAL,POWER (CAPTIVE),11.463
1038,India,22,Chhattisgarh,2012,RAW COAL,POWER (UTILITY),34.365
1039,India,22,Chhattisgarh,2012,RAW COAL,PULP & PAPER,0.025
1040,India,22,Chhattisgarh,2012,RAW COAL,SPONGE IRON,5.883
1041,India,22,Chhattisgarh,2012,RAW COAL,STEEL (BOILERS),0.417
1042,India,22,Chhattisgarh,2012,RAW COAL,TEXTILES & RAYONS,0.047
1043,India,22,Chhattisgarh,2012,WASHED COAL,METALLURGICAL USE- COKERIES,0.462
1044,India,22,Chhattisgarh,2012,WASHED COAL,POWER (CAPTIVE),0.058
1045,India,22,Chhattisgarh,2012,WASHED COAL,POWER (UTILITY),0.549
1046,India,22,Chhattisgarh,2012,WASHED COAL,SPONGE IRON,2.213
1047,India,22,Chhattisgarh,2013,MIDDLINGS,POWER (CAPTIVE),4.816
1048,India,22,Chhattisgarh,2013,RAW COAL,CEMENT,1.468
1049,India,22,Chhattisgarh,2013,RAW COAL,METALLURGICAL USE- COKERIES,0.203
1050,India,22,Chhattisgarh,2013,RAW COAL,METALLURGICAL USE- DIRECT FEED,0.53
1051,India,22,Chhattisgarh,2013,RAW COAL,OTHER,10.59
1052,India,22,Chhattisgarh,2013,RAW COAL,POWER (CAPTIVE),11.093
1053,India,22,Chhattisgarh,2013,RAW COAL,POWER (UTILITY),38.226
1054,India,22,Chhattisgarh,2013,RAW COAL,PULP & PAPER,0.022
1055,India,22,Chhattisgarh,2013,RAW COAL,SPONGE IRON,6.722
